58,common,vfork,sys_vfork,,0
59,64,execve,sys_execve,,0
60,common,exit,sys_exit,,1
61,common,wait4,sys_wait4,,0
62,common,kill,sys_kill,,0
63,common,uname,sys_newuname,,0
64,common,semget,sys_semget,,0
65,common,semop,sys_semop,,0
66,common,semctl,sys_semctl,,0
67,common,shmdt,sys_shmdt,,0
68,common,msgget,sys_msgget,,0
69,common,msgsnd,sys_msgsnd,,0
70,common,msgrcv,sys_msgrcv,,0
71,common,msgctl,sys_msgctl,,0
72,common,fcntl,sys_fcntl,,0
73,common,flock,sys_flock,,0
74,common,fsync,sys_fsync,,0
75,common,fdatasync,sys_fdatasync,,0
76,common,truncate,sys_truncate,,0
77,common,ftruncate,sys_ftruncate,,0
78,common,getdents,sys_getdents,,0
79,common,getcwd,sys_getcwd,,0
80,common,chdir,sys_chdir,,0
81,common,fchdir,sys_fchdir,,0
82,common,rename,sys_rename,,0
83,common,mkdir,sys_mkdir,,0
84,common,rmdir,sys_rmdir,,0
85,common,creat,sys_creat,,0
86,common,link,sys_link,,0
87,common,unlink,sys_unlink,,0
88,common,symlink,sys_symlink,,0
89,common,readlink,sys_readlink,,0
90,common,chmod,sys_chmod,,0
91,common,fchmod,sys_fchmod,,0
92,common,chown,sys_chown,,0
93,common,fchown,sys_fchown,,0
94,common,lchown,sys_lchown,,0
95,common,umask,sys_umask,,0
96,common,gettimeofday,sys_gettimeofday,,0
97,common,getrlimit,sys_getrlimit,,0
98,common,getrusage,sys_getrusage,,0
99,common,sysinfo,sys_sysinfo,,0
100,common,times,sys_times,,0
101,64,ptrace,sys_ptrace,,0
102,common,getuid,sys_getuid,,0
103,common,syslog,sys_syslog,,0
104,common,getgid,sys_getgid,,0
105,common,setuid,sys_setuid,,0
106,common,setgid,sys_setgid,,0
107,common,geteuid,sys_geteuid,,0
108,common,getegid,sys_getegid,,0
109,common,setpgid,sys_setpgid,,0
110,common,getppid,sys_getppid,,0
111,common,getpgrp,sys_getpgrp,,0
112,common,setsid,sys_setsid,,0
113,common,setreuid,sys_setreuid,,0
114,common,setregid,sys_setregid,,0
115,common,getgroups,sys_getgroups,,0
116,common,setgroups,sys_setgroups,,0
117,common,setresuid,sys_setresuid,,0
118,common,getresuid,sys_getresuid,,0
119,common,setresgid,sys_setresgid,,0
120,common,getresgid,sys_getresgid,,0
121,common,getpgid,sys_getpgid,,0
122,common,setfsuid,sys_setfsuid,,0
123,common,setfsgid,sys_setfsgid,,0
124,common,getsid,sys_getsid,,0
125,common,capget,sys_capget,,0
126,common,capset,sys_capset,,0
127,64,rt_sigpending,sys_rt_sigpending,,0
128,64,rt_sigtimedwait,sys_rt_sigtimedwait,,0
129,64,rt_sigqueueinfo,sys_rt_sigqueueinfo,,0
130,common,rt_sigsuspend,sys_rt_sigsuspend,,0
131,64,sigaltstack,sys_sigaltstack,,0
132,common,utime,sys_utime,,0
133,common,mknod,sys_mknod,,0
134,64,uselib,,,0
135,common,personality,sys_personality,,0
136,common,ustat,sys_ustat,,0
137,common,statfs,sys_statfs,,0
138,common,fstatfs,sys_fstatfs,,0
139,common,sysfs,sys_sysfs,,0
140,common,getpriority,sys_getpriority,,0
141,common,setpriority,sys_setpriority,,0
142,common,sched_setparam,sys_sched_setparam,,0
143,common,sched_getparam,sys_sched_getparam,,0
144,common,sched_setscheduler,sys_sched_setscheduler,,0
145,common,sched_getscheduler,sys_sched_getscheduler,,0
146,common,sched_get_priority_max,sys_sched_get_priority_max,,0
147,common,sched_get_priority_min,sys_sched_get_priority_min,,0
148,common,sched_rr_get_interval,sys_sched_rr_get_interval,,0
149,common,mlock,sys_mlock,,0
150,common,munlock,sys_munlock,,0
151,common,mlockall,sys_mlockall,,0
152,common,munlockall,sys_munlockall,,0
153,common,vhangup,sys_vhangup,,0
154,common,modify_ldt,sys_modify_ldt,,0
155,common,pivot_root,sys_pivot_root,,0
156,64,_sysctl,sys_ni_syscall,,0
157,common,prctl,sys_prctl,,0
158,common,arch_prctl,sys_arch_prctl,,0
159,common,adjtimex,sys_adjtimex,,0
160,common,setrlimit,sys_setrlimit,,0
161,common,chroot,sys_chroot,,0
162,common,sync,sys_sync,,0
163,common,acct,sys_acct,,0
164,common,settimeofday,sys_settimeofday,,0
165,common,mount,sys_mount,,0
166,common,umount2,sys_umount,,0
167,common,swapon,sys_swapon,,0
168,common,swapoff,sys_swapoff,,0
169,common,reboot,sys_reboot,,0
170,common,sethostname,sys_sethostname,,0
171,common,setdomainname,sys_setdomainname,,0
172,common,iopl,sys_iopl,,0
173,common,ioperm,sys_ioperm,,0
174,64,create_module,,,0
175,common,init_module,sys_init_module,,0
176,common,delete_module,sys_delete_module,,0
177,64,get_kernel_syms,,,0
178,64,query_module,,,0
179,common,quotactl,sys_quotactl,,0
180,64,nfsservctl,,,0
181,common,getpmsg,,,0
182,common,putpmsg,,,0
183,common,afs_syscall,,,0
184,common,tuxcall,,,0
185,common,security,,,0
186,common,gettid,sys_gettid,,0
187,common,readahead,sys_readahead,,0
188,common,setxattr,sys_setxattr,,0
189,common,lsetxattr,sys_lsetxattr,,0
190,common,fsetxattr,sys_fsetxattr,,0
191,common,getxattr,sys_getxattr,,0
192,common,lgetxattr,sys_lgetxattr,,0
193,common,fgetxattr,sys_fgetxattr,,0
194,common,listxattr,sys_listxattr,,0
195,common,llistxattr,sys_llistxattr,,0
196,common,flistxattr,sys_flistxattr,,0
197,common,removexattr,sys_removexattr,,0
198,common,lremovexattr,sys_lremovexattr,,0
199,common,fremovexattr,sys_fremovexattr,,0
200,common,tkill,sys_tkill,,0
201,common,time,sys_time,,0
202,common,futex,sys_futex,,0
203,common,sched_setaffinity,sys_sched_setaffinity,,0
204,common,sched_getaffinity,sys_sched_getaffinity,,0
205,64,set_thread_area,,,0
206,64,io_setup,sys_io_setup,,0
207,common,io_destroy,sys_io_destroy,,0
208,common,io_getevents,sys_io_getevents,,0
209,64,io_submit,sys_io_submit,,0
210,common,io_cancel,sys_io_cancel,,0
211,64,get_thread_area,,,0
212,common,lookup_dcookie,,,0
213,common,epoll_create,sys_epoll_create,,0
214,64,epoll_ctl_old,,,0
215,64,epoll_wait_old,,,0
216,common,remap_file_pages,sys_remap_file_pages,,0
217,common,getdents64,sys_getdents64,,0
218,common,set_tid_address,sys_set_tid_address,,0
219,common,restart_syscall,sys_restart_syscall,,0
220,common,semtimedop,sys_semtimedop,,0
221,common,fadvise64,sys_fadvise64,,0
222,64,timer_create,sys_timer_create,,0
223,common,timer_settime,sys_timer_settime,,0
224,common,timer_gettime,sys_timer_gettime,,0
225,common,timer_getoverrun,sys_timer_getoverrun,,0
226,common,timer_delete,sys_timer_delete,,0
227,common,clock_settime,sys_clock_settime,,0
228,common,clock_gettime,sys_clock_gettime,,0
229,common,clock_getres,sys_clock_getres,,0
230,common,clock_nanosleep,sys_clock_nanosleep,,0
231,common,exit_group,sys_exit_group,,1
232,common,epoll_wait,sys_epoll_wait,,0
233,common,epoll_ctl,sys_epoll_ctl,,0
234,common,tgkill,sys_tgkill,,0
235,common,utimes,sys_utimes,,0
236,64,vserver,,,0
237,common,mbind,sys_mbind,,0
238,common,set_mempolicy,sys_set_mempolicy,,0
239,common,get_mempolicy,sys_get_mempolicy,,0
240,common,mq_open,sys_mq_open,,0
241,common,mq_unlink,sys_mq_unlink,,0
242,common,mq_timedsend,sys_mq_timedsend,,0
243,common,mq_timedreceive,sys_mq_timedreceive,,0
244,64,mq_notify,sys_mq_notify,,0
245,common,mq_getsetattr,sys_mq_getsetattr,,0
246,64,kexec_load,sys_kexec_load,,0
247,64,waitid,sys_waitid,,0
248,common,add_key,sys_add_key,,0
249,common,request_key,sys_request_key,,0
250,common,keyctl,sys_keyctl,,0
251,common,ioprio_set,sys_ioprio_set,,0
252,common,ioprio_get,sys_ioprio_get,,0
253,common,inotify_init,sys_inotify_init,,0
254,common,inotify_add_watch,sys_inotify_add_watch,,0
255,common,inotify_rm_watch,sys_inotify_rm_watch,,0
256,common,migrate_pages,sys_migrate_pages,,0
257,common,openat,sys_openat,,0
258,common,mkdirat,sys_mkdirat,,0
259,common,mknodat,sys_mknodat,,0
260,common,fchownat,sys_fchownat,,0
261,common,futimesat,sys_futimesat,,0
262,common,newfstatat,sys_newfstatat,,0
263,common,unlinkat,sys_unlinkat,,0
264,common,renameat,sys_renameat,,0
265,common,linkat,sys_linkat,,0
266,common,symlinkat,sys_symlinkat,,0
267,common,readlinkat,sys_readlinkat,,0
268,common,fchmodat,sys_fchmodat,,0
269,common,faccessat,sys_faccessat,,0
270,common,pselect6,sys_pselect6,,0
271,common,ppoll,sys_ppoll,,0
272,common,unshare,sys_unshare,,0
273,64,set_robust_list,sys_set_robust_list,,0
274,64,get_robust_list,sys_get_robust_list,,0
275,common,splice,sys_splice,,0
276,common,tee,sys_tee,,0
277,common,sync_file_range,sys_sync_file_range,,0
278,64,vmsplice,sys_vmsplice,,0
279,64,move_pages,sys_move_pages,,0
280,common,utimensat,sys_utimensat,,0
281,common,epoll_pwait,sys_epoll_pwait,,0
282,common,signalfd,sys_signalfd,,0
283,common,timerfd_create,sys_timerfd_create,,0
284,common,eventfd,sys_eventfd,,0
285,common,fallocate,sys_fallocate,,0
286,common,timerfd_settime,sys_timerfd_settime,,0
287,common,timerfd_gettime,sys_timerfd_gettime,,0
288,common,accept4,sys_accept4,,0
289,common,signalfd4,sys_signalfd4,,0
290,common,eventfd2,sys_eventfd2,,0
291,common,epoll_create1,sys_epoll_create1,,0
292,common,dup3,sys_dup3,,0
293,common,pipe2,sys_pipe2,,0
294,common,inotify_init1,sys_inotify_init1,,0
295,64,preadv,sys_preadv,,0
296,64,pwritev,sys_pwritev,,0
297,64,rt_tgsigqueueinfo,sys_rt_tgsigqueueinfo,,0
298,common,perf_event_open,sys_perf_event_open,,0
299,64,recvmmsg,sys_recvmmsg,,0
300,common,fanotify_init,sys_fanotify_init,,0
301,common,fanotify_mark,sys_fanotify_mark,,0
302,common,prlimit64,sys_prlimit64,,0
303,common,name_to_handle_at,sys_name_to_handle_at,,0
304,common,open_by_handle_at,sys_open_by_handle_at,,0
305,common,clock_adjtime,sys_clock_adjtime,,0
306,common,syncfs,sys_syncfs,,0
307,64,sendmmsg,sys_sendmmsg,,0
308,common,setns,sys_setns,,0
309,common,getcpu,sys_getcpu,,0
310,64,process_vm_readv,sys_process_vm_readv,,0
311,64,process_vm_writev,sys_process_vm_writev,,0
312,common,kcmp,sys_kcmp,,0
313,common,finit_module,sys_finit_module,,0
314,common,sched_setattr,sys_sched_setattr,,0
315,common,sched_getattr,sys_sched_getattr,,0
316,common,renameat2,sys_renameat2,,0
317,common,seccomp,sys_seccomp,,0
318,common,getrandom,sys_getrandom,,0
319,common,memfd_create,sys_memfd_create,,0
320,common,kexec_file_load,sys_kexec_file_load,,0
321,common,bpf,sys_bpf,,0
322,64,execveat,sys_execveat,,0
323,common,userfaultfd,sys_userfaultfd,,0
324,common,membarrier,sys_membarrier,,0
325,common,mlock2,sys_mlock2,,0
326,common,copy_file_range,sys_copy_file_range,,0
327,64,preadv2,sys_preadv2,,0
328,64,pwritev2,sys_pwritev2,,0
329,common,pkey_mprotect,sys_pkey_mprotect,,0
330,common,pkey_alloc,sys_pkey_alloc,,0
331,common,pkey_free,sys_pkey_free,,0
332,common,statx,sys_statx,,0
333,common,io_pgetevents,sys_io_pgetevents,,0
334,common,rseq,sys_rseq,,0
335,common,uretprobe,sys_uretprobe,,0
336,common,uprobe,sys_uprobe,,0
424,common,pidfd_send_signal,sys_pidfd_send_signal,,0
425,common,io_uring_setup,sys_io_uring_setup,,0
426,common,io_uring_enter,sys_io_uring_enter,,0
427,common,io_uring_register,sys_io_uring_register,,0
428,common,open_tree,sys_open_tree,,0
429,common,move_mount,sys_move_mount,,0
430,common,fsopen,sys_fsopen,,0
431,common,fsconfig,sys_fsconfig,,0
432,common,fsmount,sys_fsmount,,0
433,common,fspick,sys_fspick,,0
434,common,pidfd_open,sys_pidfd_open,,0
435,common,clone3,sys_clone3,,0
436,common,close_range,sys_close_range,,0
437,common,openat2,sys_openat2,,0
438,common,pidfd_getfd,sys_pidfd_getfd,,0
439,common,faccessat2,sys_faccessat2,,0
440,common,process_madvise,sys_process_madvise,,0
441,common,epoll_pwait2,sys_epoll_pwait2,,0
442,common,mount_setattr,sys_mount_setattr,,0
443,common,quotactl_fd,sys_quotactl_fd,,0
444,common,landlock_create_ruleset,sys_landlock_create_ruleset,,0
445,common,landlock_add_rule,sys_landlock_add_rule,,0
446,common,landlock_restrict_self,sys_landlock_restrict_self,,0
447,common,memfd_secret,sys_memfd_secret,,0
448,common,process_mrelease,sys_process_mrelease,,0
449,common,futex_waitv,sys_futex_waitv,,0
450,common,set_mempolicy_home_node,sys_set_mempolicy_home_node,,0
451,common,cachestat,sys_cachestat,,0
452,common,fchmodat2,sys_fchmodat2,,0
453,common,map_shadow_stack,sys_map_shadow_stack,,0
454,common,futex_wake,sys_futex_wake,,0
455,common,futex_wait,sys_futex_wait,,0
456,common,futex_requeue,sys_futex_requeue,,0
457,common,statmount,sys_statmount,,0
458,common,listmount,sys_listmount,,0
459,common,lsm_get_self_attr,sys_lsm_get_self_attr,,0
460,common,lsm_set_self_attr,sys_lsm_set_self_attr,,0
461,common,lsm_list_modules,sys_lsm_list_modules,,0
462,common,mseal,sys_mseal,,0
463,common,setxattrat,sys_setxattrat,,0
464,common,getxattrat,sys_getxattrat,,0
465,common,listxattrat,sys_listxattrat,,0
466,common,removexattrat,sys_removexattrat,,0
467,common,open_tree_attr,sys_open_tree_attr,,0
468,common,file_getattr,sys_file_getattr,,0
469,common,file_setattr,sys_file_setattr,,0
512,x32,rt_sigaction,compat_sys_rt_sigaction,,0
513,x32,rt_sigreturn,compat_sys_x32_rt_sigreturn,,0
514,x32,ioctl,compat_sys_ioctl,,0
515,x32,readv,sys_readv,,0
516,x32,writev,sys_writev,,0
517,x32,recvfrom,compat_sys_recvfrom,,0
518,x32,sendmsg,compat_sys_sendmsg,,0
519,x32,recvmsg,compat_sys_recvmsg,,0
520,x32,execve,compat_sys_execve,,0
521,x32,ptrace,compat_sys_ptrace,,0
522,x32,rt_sigpending,compat_sys_rt_sigpending,,0
523,x32,rt_sigtimedwait,compat_sys_rt_sigtimedwait_time64,,0
524,x32,rt_sigqueueinfo,compat_sys_rt_sigqueueinfo,,0
525,x32,sigaltstack,compat_sys_sigaltstack,,0
526,x32,timer_create,compat_sys_timer_create,,0
527,x32,mq_notify,compat_sys_mq_notify,,0
528,x32,kexec_load,compat_sys_kexec_load,,0
529,x32,waitid,compat_sys_waitid,,0
530,x32,set_robust_list,compat_sys_set_robust_list,,0
531,x32,get_robust_list,compat_sys_get_robust_list,,0
532,x32,vmsplice,sys_vmsplice,,0
533,x32,move_pages,sys_move_pages,,0
534,x32,preadv,compat_sys_preadv64,,0
535,x32,pwritev,compat_sys_pwritev64,,0
536,x32,rt_tgsigqueueinfo,compat_sys_rt_tgsigqueueinfo,,0
537,x32,recvmmsg,compat_sys_recvmmsg_time64,,0
538,x32,sendmmsg,compat_sys_sendmmsg,,0
539,x32,process_vm_readv,sys_process_vm_readv,,0
540,x32,process_vm_writev,sys_process_vm_writev,,0
541,x32,setsockopt,sys_setsockopt,,0
542,x32,getsockopt,sys_getsockopt,,0
543,x32,io_setup,compat_sys_io_setup,,0
544,x32,io_submit,compat_sys_io_submit,,0
545,x32,execveat,compat_sys_execveat,,0
546,x32,preadv2,compat_sys_preadv64v2,,0
547,x32,pwritev2,compat_sys_pwritev64v2,,0
